owner_org,ati_all,ati_all_change_30-days,ati_all_change_90-days,ati_all_change_6-months,ati_nil,ati_nil_change_30-days,ati_nil_change_90-days,ati_nil_change_6-months,briefingt,briefingt_change_30-days,briefingt_change_90-days,briefingt_change_6-months,contracts,contracts_change_30-days,contracts_change_90-days,contracts_change_6-months,contracts_nil,contracts_nil_change_30-days,contracts_nil_change_90-days,contracts_nil_change_6-months,contractsa,contractsa_change_30-days,contractsa_change_90-days,contractsa_change_6-months,dac,dac_change_30-days,dac_change_90-days,dac_change_6-months,grants,grants_change_30-days,grants_change_90-days,grants_change_6-months,grants_nil,grants_nil_change_30-days,grants_nil_change_90-days,grants_nil_change_6-months,hospitalityq,hospitalityq_change_30-days,hospitalityq_change_90-days,hospitalityq_change_6-months,hospitalityq_nil,hospitalityq_nil_change_30-days,hospitalityq_nil_change_90-days,hospitalityq_nil_change_6-months,parliament_committee,parliament_committee_change_30-days,parliament_committee_change_90-days,parliament_committee_change_6-months,parliament_committee_deputy,parliament_committee_deputy_change_30-days,parliament_committee_deputy_change_90-days,parliament_committee_deputy_change_6-months,parliament_report,parliament_report_change_30-days,parliament_report_change_90-days,parliament_report_change_6-months,qpnotes,qpnotes_change_30-days,qpnotes_change_90-days,qpnotes_change_6-months,qpnotes_nil,qpnotes_nil_change_30-days,qpnotes_nil_change_90-days,qpnotes_nil_change_6-months,reclassification,reclassification_change_30-days,reclassification_change_90-days,reclassification_change_6-months,reclassification_nil,reclassification_nil_change_30-days,reclassification_nil_change_90-days,reclassification_nil_change_6-months,transition,transition_change_30-days,transition_change_90-days,transition_change_6-months,transition_deputy,transition_deputy_change_30-days,transition_deputy_change_90-days,transition_deputy_change_6-months,travela,travela_change_30-days,travela_change_90-days,travela_change_6-months,travelq,travelq_change_30-days,travelq_change_90-days,travelq_change_6-months,travelq_nil,travelq_nil_change_30-days,travelq_nil_change_90-days,travelq_nil_change_6-months,wrongdoing,wrongdoing_change_30-days,wrongdoing_change_90-days,wrongdoing_change_6-months,Total Original,Total Change 30-days,Total Change 90-days,Total Change 6-months
oic-ci,459,0.0,0.0,9.0,8,0.0,0.0,0.0,58,3.0,3.0,6.0,299,3.0,3.0,3.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,1.0,2.0,3.0,51,1.0,1.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,3,0.0,0.0,0.0,23,1.0,2.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,18,0.0,0.0,0.0,60,2.0,3.0,6.0,0,0.0,0.0,0.0,1027,11.0,15.0,34.0
opc-cpvp,589,6.0,10.0,21.0,1,0.0,0.0,0.0,449,13.0,20.0,36.0,750,10.0,31.0,31.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,0,0.0,0.0,0.0,85,0.0,0.0,0.0,17,1.0,1.0,2.0,24,0.0,0.0,3.0,71,2.0,3.0,4.0,0,0.0,0.0,0.0,28,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,2,0.0,0.0,0.0,29,2.0,2.0,2.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,0.0,0.0,128,3.0,4.0,8.0,34,1.0,1.0,2.0,0,0.0,0.0,0.0,2222,38.0,73.0,113.0
opmc-svpm,7,0.0,0.0,2.0,49,4.0,4.0,7.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,56,4.0,4.0,9.0
org231,0,0.0,0.0,0.0,34,1.0,3.0,5.0,0,0.0,0.0,0.0,10,2.0,2.0,2.0,7,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,2,0.0,0.0,1.0,32,1.0,3.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,1.0,,0,0.0,0.0,0.0,12,1.0,1.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,20,0.0,1.0,5.0,19,0.0,1.0,2.0,0,0.0,0.0,0.0,144,5.0,13.0,23.0
osfi-bsif,328,0.0,3.0,10.0,6,1.0,2.0,2.0,1154,0.0,15.0,26.0,2977,0.0,95.0,95.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,97,0.0,0.0,16.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,84,0.0,9.0,18.0,26,0.0,0.0,0.0,0,0.0,0.0,0.0,10,0.0,0.0,1.0,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0.0,0.0,0.0,317,0.0,24.0,38.0,16,0.0,0.0,0.0,0,0.0,0.0,0.0,5044,1.0,149.0,207.0
osgg-bsgg,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,515,0.0,16.0,16.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,1.0,1.0,68,0.0,1.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,-1.0,-1.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,143,0.0,2.0,11.0,34,0.0,0.0,1.0,0,0.0,0.0,0.0,778,0.0,20.0,35.0
oto-boc,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,0.0,0.0,0.0,73,1.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,0.0,0.0,0.0,117,1.0,4.0,5.0,44,0.0,0.0,2.0,0,0.0,0.0,0.0,276,2.0,7.0,13.0
ovo-bov,20,0.0,0.0,0.0,56,0.0,2.0,6.0,61,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,1.0,3.0,3.0,53,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,7,0.0,0.0,0.0,25,1.0,1.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,112,3.0,9.0,12.0,24,0.0,0.0,0.0,0,0.0,0.0,0.0,376,5.0,15.0,29.0
pacifican,147,0.0,7.0,16.0,19,1.0,2.0,3.0,509,0.0,97.0,127.0,130,3.0,3.0,25.0,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0,0.0,0.0,0.0,1322,0.0,80.0,138.0,0,0.0,0.0,0.0,6,0.0,0.0,1.0,37,1.0,3.0,5.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,116,0.0,6.0,16.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,2315,5.0,199.0,332.0
papa-appa,4,0.0,0.0,0.0,20,2.0,4.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,64,1.0,21.0,38.0,23,0.0,11.0,15.0,0,0.0,0.0,0.0,125,3.0,36.0,59.0
pb,3,0.0,0.0,0.0,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,48,0.0,0.0,0.0
pbc-clcc,238,0.0,0.0,4.0,21,1.0,3.0,4.0,483,11.0,16.0,31.0,1173,10.0,10.0,50.0,1,0.0,0.0,0.0,7,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,0.0,0.0,1.0,22,1.0,2.0,13.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,88,0.0,0.0,0.0,22,1.0,1.0,1.0,2,0.0,1.0,1.0,0,0.0,0.0,0.0,10,0.0,0.0,0.0,354,3.0,8.0,32.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2459,27.0,42.0,138.0
pc,1885,15.0,30.0,102.0,0,0.0,0.0,0.0,1748,0.0,40.0,151.0,56851,0.0,916.0,916.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,15,0.0,0.0,0.0,2473,0.0,0.0,381.0,0,0.0,0.0,0.0,385,0.0,1.0,2.0,47,1.0,3.0,5.0,2,0.0,0.0,1.0,4,0.0,0.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,2590,0.0,28.0,41.0,13,0.0,0.0,0.0,0,0.0,0.0,0.0,66029,16.0,1019.0,1601.0
pch,4632,28.0,63.0,132.0,0,0.0,0.0,0.0,2922,31.0,73.0,181.0,11535,107.0,224.0,224.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,77,4.0,4.0,7.0,128331,5793.0,5793.0,7855.0,0,0.0,0.0,0.0,1072,0.0,10.0,10.0,40,1.0,2.0,5.0,37,0.0,0.0,1.0,4,0.0,0.0,0.0,1,0.0,0.0,0.0,726,8.0,8.0,8.0,0,0.0,0.0,,105,4.0,4.0,4.0,13,0.0,0.0,1.0,4,0.0,0.0,0.0,4,0.0,0.0,2.0,8,0.0,0.0,0.0,4430,4.0,58.0,106.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,153958,5980.0,6240.0,8537.0
pco-bcp,7395,59.0,168.0,259.0,2,0.0,0.0,0.0,5981,109.0,258.0,790.0,2714,2.0,113.0,155.0,0,0.0,0.0,0.0,5,0.0,1.0,1.0,218,0.0,3.0,6.0,157,0.0,0.0,1.0,0,0.0,0.0,0.0,306,8.0,33.0,58.0,18,0.0,0.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,98,8.0,8.0,14.0,0,0.0,0.0,,103,0.0,0.0,0.0,33,2.0,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,1727,13.0,57.0,369.0,15,0.0,0.0,9.0,0,0.0,0.0,0.0,18778,201.0,643.0,1670.0
pdp,1,0.0,0.0,0.0,53,4.0,4.0,7.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,4.0,4.0,7.0
petf-fpet,24,0.0,0.0,0.0,10,0.0,1.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,0.0,1.0,5.0
phac-aspc,1831,13.0,55.0,83.0,2,0.0,0.0,0.0,2929,29.0,84.0,141.0,8935,0.0,272.0,272.0,0,0.0,0.0,0.0,8,0.0,0.0,1.0,100,0.0,4.0,8.0,5000,0.0,514.0,514.0,7,0.0,0.0,0.0,137,1.0,5.0,9.0,31,0.0,0.0,1.0,6,0.0,0.0,0.0,13,0.0,0.0,1.0,3,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,,134,0.0,0.0,1.0,5,1.0,1.0,1.0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,4,0.0,0.0,0.0,736,11.0,27.0,55.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,19904,55.0,962.0,1087.0
pkcc-pcprc,0,0.0,0.0,0.0,0,0.0,0.0,0.0,122,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,178,0.0,0.0,0.0
pmo-cpm,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,120,1.0,2.0,4.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2960,18.0,150.0,466.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,3088,19.0,152.0,470.0
pmprb-cepmb,198,0.0,1.0,1.0,25,0.0,2.0,4.0,110,44.0,44.0,44.0,223,0.0,4.0,3.0,1,0.0,0.0,0.0,8,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,82,1.0,1.0,2.0,128,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,19,0.0,0.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,130,4.0,4.0,7.0,49,0.0,0.0,0.0,0,0.0,0.0,0.0,1024,49.0,57.0,62.0
polar-polaire,4,0.0,0.0,0.0,46,1.0,4.0,6.0,53,0.0,3.0,7.0,191,0.0,30.0,39.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,310,0.0,55.0,55.0,1,0.0,0.0,0.0,21,0.0,1.0,1.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,1.0,2.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,114,0.0,6.0,6.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,757,1.0,100.0,116.0
ppa-app,18,0.0,1.0,2.0,46,1.0,2.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,64,1.0,3.0,7.0
ppsc-sppc,370,2.0,9.0,15.0,6,0.0,0.0,1.0,1418,16.0,49.0,110.0,1999,0.0,122.0,122.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,56,0.0,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,0.0,0.0,0.0,71,1.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,290,0.0,0.0,0.0,12,0.0,1.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,14,0.0,0.0,0.0,175,1.0,4.0,4.0,29,0.0,0.0,3.0,0,0.0,0.0,0.0,4467,20.0,191.0,267.0
pptc,69,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1217,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1286,0.0,0.0,0.0
prairiescan,154,0.0,1.0,7.0,13,1.0,2.0,3.0,1023,16.0,35.0,117.0,344,0.0,24.0,30.0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,2973,0.0,183.0,272.0,0,0.0,0.0,0.0,24,0.0,2.0,8.0,25,0.0,1.0,2.0,0,0.0,0.0,0.0,5,0.0,0.0,2.0,0,0.0,0.0,0.0,24,0.0,0.0,0.0,0,0.0,0.0,,3,0.0,0.0,0.0,12,1.0,1.0,2.0,1,0.0,0.0,1.0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,319,9.0,17.0,35.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,4930,27.0,266.0,479.0
prpa-appr,12,0.0,0.0,1.0,34,0.0,2.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,71,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,89,0.0,0.0,39.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,206,0.0,2.0,45.0
ps-sp,4166,56.0,146.0,279.0,0,0.0,0.0,0.0,5507,-2.0,161.0,305.0,2458,1.0,100.0,100.0,0,0.0,0.0,0.0,8,0.0,0.0,1.0,83,3.0,3.0,6.0,3000,0.0,275.0,275.0,10,0.0,0.0,0.0,211,0.0,2.0,4.0,35,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,344,32.0,32.0,32.0,0,0.0,0.0,,20,0.0,1.0,1.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1125,0.0,44.0,83.0,17,0.0,0.0,0.0,0,0.0,0.0,0.0,16998,90.0,764.0,1087.0
psc-cfp,485,0.0,4.0,10.0,14,1.0,1.0,2.0,220,1.0,7.0,29.0,2603,0.0,23.0,45.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,72,0.0,3.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1177,7.0,7.0,7.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,192,0.0,3.0,3.0,17,0.0,0.0,1.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,786,17.0,17.0,19.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,5589,26.0,65.0,119.0
pshcp-rssfp,14,0.0,0.0,0.0,25,0.0,2.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,0.0,2.0,5.0
psi,17,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,0.0,0.0,0.0
psic-ispc,21,0.0,0.0,0.0,24,1.0,2.0,5.0,0,0.0,0.0,0.0,167,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,97,1.0,5.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,0.0,0.0,0.0,69,1.0,5.0,5.0,0,0.0,0.0,0.0,409,3.0,12.0,16.0
pslrb-crtfp,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,0.0,0.0,0.0
pspib-oirpsp,103,0.0,0.0,0.0,45,1.0,4.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,247,1.0,30.0,48.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,462,2.0,45.0,84.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,857,4.0,79.0,138.0
ptr,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0
pwgsc-tpsgc,7400,29.0,77.0,172.0,0,0.0,0.0,0.0,1608,16.0,48.0,94.0,65222,1695.0,3372.0,5098.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,113,0.0,13.0,13.0,0,0.0,0.0,0.0,20,0.0,0.0,1.0,110,0.0,8.0,21.0,30,0.0,0.0,0.0,8,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,0.0,0.0,405,30.0,30.0,30.0,0,0.0,0.0,,98,1.0,1.0,1.0,5,0.0,0.0,1.0,6,1.0,1.0,1.0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,815,0.0,29.0,97.0,7,0.0,0.0,0.0,15,0.0,0.0,0.0,75883,1772.0,3580.0,5530.0
